accession	KO	target	score	evalue	threshold	pass
GCF_000724775.3	K05846	NZ_CP010820.1_584	29.9	5.9e-08	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_122	29.5	7.9e-08	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_2780	28.5	1.6e-07	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_838	28.4	1.7e-07	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_1297	28.3	1.8e-07	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_1600	28.2	2e-07	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_353	28.1	2.1e-07	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_1029	27.8	2.5e-07	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_2576	27.8	2.6e-07	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_3224	25.7	1.1e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_1875	25.6	1.2e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_299	25.4	1.4e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_2237	25.3	1.4e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_2488	24.9	2e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_617	24.5	2.6e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_2779	24.3	2.9e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_758	23.9	4e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_3600	23.5	5e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_2346	23.3	5.9e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_3473	22.7	8.7e-06	180.93	False
GCF_000724775.3	K05846	NZ_CP010820.1_3086	22.6	9.8e-06	180.93	False
GCF_000724775.3	K05847	NZ_CP010820.1_2939	474.0	2e-142	368.67	True
GCF_000724775.3	K05847	NZ_CP010820.1_544	390.9	3.1e-117	368.67	True
GCF_000724775.3	K05847	NZ_CP010820.1_3991	379.9	6.9e-114	368.67	True
GCF_000724775.3	K05847	NZ_CP010820.1_3498	352.2	1.7e-105	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1027	320.3	8.1e-96	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3599	317.3	6.7e-95	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3910	314.3	5.2e-94	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4637	310.1	1e-92	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3978	283.4	1.2e-84	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3408	279.2	2.3e-83	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3885	268.0	5.9e-80	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_979	260.6	9.8e-78	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_885	251.2	7e-75	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4310	251.0	8.1e-75	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2503	246.3	2.1e-73	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4609	242.5	3e-72	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3856	236.1	2.7e-70	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3042	230.6	1.2e-68	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2264	228.4	5.8e-68	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1094	224.8	7.1e-67	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_101	216.7	2.1e-64	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1119	214.3	1.1e-63	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4297	210.3	1.8e-62	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3770	209.8	2.5e-62	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_606	209.7	2.7e-62	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3008	208.9	4.9e-62	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1783	207.6	1.2e-61	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1602	205.5	5.3e-61	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_448	202.7	3.7e-60	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3089	200.3	2e-59	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_755	198.4	7.3e-59	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4486	195.7	4.7e-58	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_199	195.0	7.8e-58	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4048	194.8	8.7e-58	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2946	190.6	1.7e-56	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_856	190.6	1.7e-56	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3471	186.6	2.7e-55	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3776	183.5	2.4e-54	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4585	182.6	4.4e-54	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_198	182.6	4.6e-54	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3775	182.0	6.7e-54	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2982	180.5	1.9e-53	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3769	180.4	2.1e-53	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_167	178.8	6.5e-53	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3478	177.7	1.4e-52	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_778	177.6	1.4e-52	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2310	177.6	1.4e-52	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3397	174.2	1.5e-51	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1120	169.3	4.7e-50	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3458	168.8	6.7e-50	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3630	164.7	1.2e-48	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_754	164.3	1.5e-48	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1565	163.5	2.7e-48	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_753	163.4	3e-48	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3009	162.8	4.4e-48	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1782	162.2	6.9e-48	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4402	162.2	7e-48	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1093	159.6	4.2e-47	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3923	158.9	6.8e-47	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3645	158.3	1e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_121	158.2	1.1e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4627	157.9	1.4e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_382	157.7	1.6e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4355	157.0	2.6e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2910	156.8	3e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3090	156.6	3.5e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_353	156.6	3.5e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4538	156.6	3.5e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1875	156.4	3.8e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_460	156.4	3.9e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2577	156.0	5.1e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1799	155.8	6e-46	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2576	154.1	1.9e-45	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4354	153.1	3.9e-45	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2862	151.6	1.1e-44	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3224	149.4	5.3e-44	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2947	149.1	6.5e-44	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3969	149.0	6.9e-44	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1939	147.5	2e-43	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1066	147.0	2.8e-43	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4298	146.5	3.8e-43	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4226	146.2	4.9e-43	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3573	145.4	8.6e-43	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4227	145.3	9e-43	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4283	145.1	1e-42	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_584	144.1	2.1e-42	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2780	143.5	3.1e-42	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2297	140.3	2.9e-41	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1940	138.1	1.4e-40	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2236	137.7	1.9e-40	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2237	136.4	4.7e-40	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_838	136.3	4.7e-40	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2779	134.6	1.6e-39	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4247	133.2	4.2e-39	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3247	130.1	3.8e-38	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_122	129.3	6.5e-38	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2350	125.6	8.4e-37	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2893	122.3	8.7e-36	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2309	121.9	1.2e-35	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2892	121.8	1.2e-35	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_561	116.8	4.1e-34	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_296	114.6	1.8e-33	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1297	113.9	3e-33	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3015	112.7	6.9e-33	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4339	110.9	2.4e-32	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_299	110.6	3e-32	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_1900	107.4	2.8e-31	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_552	103.6	4e-30	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3391	101.4	1.8e-29	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3473	101.3	2e-29	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_3641	94.8	1.8e-27	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_371	89.5	7.7e-26	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2488	80.0	5.8e-23	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_617	78.6	1.5e-22	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_307	77.9	2.5e-22	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2346	71.2	2.7e-20	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2327	70.7	3.7e-20	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2420	61.1	3e-17	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_4050	41.6	2.5e-11	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_988	40.9	3.9e-11	368.67	False
GCF_000724775.3	K05847	NZ_CP010820.1_2444	23.3	9e-06	368.67	False
GCF_000724775.3	K02000	NZ_CP010820.1_3498	648.3	5.1e-195	421.03	True
GCF_000724775.3	K02000	NZ_CP010820.1_3991	374.8	3.2e-112	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_544	371.6	2.9e-111	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2939	348.2	3.7e-104	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3599	301.5	5.1e-90	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_979	300.5	1e-89	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4637	289.6	2e-86	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3408	282.6	2.6e-84	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1027	277.5	9.1e-83	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3910	276.3	2.2e-82	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4310	257.1	1.4e-76	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3978	257.1	1.4e-76	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2503	231.6	7.3e-69	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_885	227.7	1.1e-67	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4609	225.4	5.4e-67	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3885	222.5	4e-66	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4297	219.8	2.6e-65	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1094	218.5	6.7e-65	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3042	208.0	1e-61	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_448	207.6	1.3e-61	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3008	207.6	1.3e-61	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_101	206.5	2.9e-61	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_755	206.2	3.5e-61	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2264	203.7	2.1e-60	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1119	201.4	9.8e-60	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3089	193.4	2.7e-57	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3856	192.4	5.2e-57	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1783	191.9	7.9e-57	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3770	189.0	5.6e-56	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3769	187.9	1.2e-55	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4585	181.8	8.9e-54	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3478	178.6	8e-53	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_198	177.9	1.3e-52	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1120	177.6	1.6e-52	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_856	174.1	1.8e-51	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3630	174.1	1.9e-51	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2946	173.4	3.1e-51	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_778	170.8	1.9e-50	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3776	170.1	2.9e-50	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2310	169.3	5.5e-50	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_199	166.2	4.6e-49	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_754	166.2	4.7e-49	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4048	166.1	5e-49	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_167	164.2	1.9e-48	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1602	161.7	1e-47	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3009	159.6	4.4e-47	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4402	156.7	3.5e-46	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_606	156.5	3.9e-46	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3775	152.8	5.3e-45	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2577	152.2	7.7e-45	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2947	151.2	1.5e-44	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2862	150.7	2.2e-44	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1093	147.0	3.1e-43	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4298	145.8	7.1e-43	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4486	142.6	6.2e-42	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1782	142.2	8.6e-42	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3090	140.1	3.6e-41	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1066	138.4	1.2e-40	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2910	133.4	3.8e-39	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2576	133.4	3.9e-39	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3471	129.1	7.8e-38	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1799	128.5	1.2e-37	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3397	127.8	1.9e-37	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4226	127.7	2.1e-37	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4627	126.9	3.6e-37	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3645	126.9	3.6e-37	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_382	126.8	3.8e-37	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3458	126.0	6.6e-37	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1565	124.8	1.5e-36	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_584	124.8	1.5e-36	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3969	124.4	2.1e-36	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3573	123.1	5.1e-36	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_460	121.7	1.4e-35	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2982	121.3	1.8e-35	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3923	120.5	3e-35	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4538	120.0	4.5e-35	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2350	118.1	1.7e-34	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_121	115.0	1.5e-33	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4355	112.8	6.8e-33	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2297	110.3	3.8e-32	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_353	107.3	3.1e-31	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4247	104.8	1.7e-30	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4354	102.0	1.3e-29	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1939	101.2	2.2e-29	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4227	101.0	2.6e-29	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_753	100.7	3.1e-29	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2780	100.4	3.8e-29	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2892	99.1	9.6e-29	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1875	97.7	2.4e-28	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2893	96.8	4.8e-28	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4283	96.6	5.2e-28	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2309	96.5	5.6e-28	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_122	93.9	3.6e-27	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1900	90.2	4.7e-26	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2237	90.2	4.8e-26	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_838	89.4	8.2e-26	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1940	88.8	1.3e-25	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_617	87.7	2.7e-25	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2236	87.7	2.8e-25	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3224	86.9	4.8e-25	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3015	84.3	2.8e-24	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3641	83.9	3.6e-24	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1297	83.6	4.6e-24	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3473	81.0	2.8e-23	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_561	80.5	3.9e-23	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2779	78.0	2.3e-22	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_296	76.5	6.7e-22	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3247	73.1	7.2e-21	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4339	67.7	2.9e-19	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_3391	66.0	9.9e-19	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2346	54.2	3.6e-15	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_299	54.0	4.2e-15	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_552	42.9	9.6e-12	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2488	39.6	9.7e-11	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_371	36.9	6.5e-10	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_988	35.9	1.3e-09	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_307	34.1	4.6e-09	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2420	33.2	8.3e-09	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4050	32.6	1.3e-08	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_4007	30.6	5.3e-08	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_2327	27.3	5.3e-07	421.03	False
GCF_000724775.3	K02000	NZ_CP010820.1_1194	23.8	5.8e-06	421.03	False
GCF_000724775.3	K02001	NZ_CP010820.1_3499	450.4	3.9e-135	226.07	True
GCF_000724775.3	K02001	NZ_CP010820.1_2938	163.6	2.4e-48	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_3500	123.3	3.9e-36	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_3976	118.1	1.4e-34	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_3498	55.7	1.1e-15	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_980	51.1	2.7e-14	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_4311	47.9	2.4e-13	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_2263	40.5	4.3e-11	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_1781	38.2	2.1e-10	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_1931	27.6	3.4e-07	226.07	False
GCF_000724775.3	K02001	NZ_CP010820.1_4299	23.2	7.2e-06	226.07	False
GCF_000724775.3	K02002	NZ_CP010820.1_3500	355.7	9.9e-107	127.63	True
GCF_000724775.3	K02002	NZ_CP010820.1_3976	341.3	2.2e-102	127.63	True
GCF_000724775.3	K02002	NZ_CP010820.1_3499	121.7	7.8e-36	127.63	False
GCF_000724775.3	K02002	NZ_CP010820.1_2938	64.9	1.3e-18	127.63	False
GCF_000724775.3	K02002	NZ_CP010820.1_4309	26.1	7e-07	127.63	False
GCF_000724775.3	K03312	NZ_CP010820.1_1999	457.8	1.5e-137	120.6	True
GCF_000724775.3	K03315	NZ_CP010820.1_4393	659.4	8.2e-199	184.73	True
GCF_000724775.3	K03315	NZ_CP010820.1_2879	540.1	1.1e-162	184.73	True
GCF_000724775.3	K03315	NZ_CP010820.1_2019	112.2	5.1e-33	184.73	False
GCF_000724775.3	K03315	NZ_CP010820.1_169	25.5	9.5e-07	184.73	False
GCF_000724775.3	K03316	NZ_CP010820.1_4026	24.6	2.5e-06	424.4	False
GCF_000724775.3	K03317	NZ_CP010820.1_1113	362.5	1.2e-108	576.77	False
GCF_000724775.3	K03317	NZ_CP010820.1_2802	352.6	1.3e-105	576.77	False
GCF_000724775.3	K01546	NZ_CP010820.1_1558	814.9	1.4e-245	197.57	True
GCF_000724775.3	K01547	NZ_CP010820.1_1559	1105.0	0	383.7	True
GCF_000724775.3	K01547	NZ_CP010820.1_250	253.8	7e-76	383.7	False
GCF_000724775.3	K01547	NZ_CP010820.1_4725	253.4	9.5e-76	383.7	False
GCF_000724775.3	K01547	NZ_CP010820.1_243	229.7	1.4e-68	383.7	False
GCF_000724775.3	K01547	NZ_CP010820.1_737	228.5	3.2e-68	383.7	False
GCF_000724775.3	K01547	NZ_CP010820.1_490	204.1	7.9e-61	383.7	False
GCF_000724775.3	K01547	NZ_CP010820.1_267	198.3	4.5e-59	383.7	False
GCF_000724775.3	K01547	NZ_CP010820.1_1954	197.3	8.9e-59	383.7	False
GCF_000724775.3	K01548	NZ_CP010820.1_1560	242.1	1.3e-72	42.3	True
GCF_000724775.3	K03455	NZ_CP010820.1_3906	44.7	1.6e-12	666.1	False
GCF_000724775.3	K03455	NZ_CP010820.1_2102	33.7	3.2e-09	666.1	False
GCF_000832905.1	K00133	NZ_CP009709.1_216	483.1	2.3e-145	219.27	True
GCF_000832905.1	K00133	NZ_CP009709.1_528	77.5	1.9e-22	219.27	False
GCF_000832905.1	K00133	NZ_CP009709.1_2348	39.8	5.1e-11	219.27	False
GCF_000832905.1	K00133	NZ_CP009709.1_1335	35.2	1.2e-09	219.27	False
GCF_000832905.1	K00133	NZ_CP009709.1_1029	33.6	3.7e-09	219.27	False
GCF_000832905.1	K00931	NZ_CP009709.1_507	450.1	2.6e-135	285.2	True
GCF_000832905.1	K00931	NZ_CP009709.1_987	37.1	3.7e-10	285.2	False
GCF_000832905.1	K00931	NZ_CP009709.1_192	31.6	1.7e-08	285.2	False
GCF_000832905.1	K00931	NZ_CP009709.1_217	28.3	1.6e-07	285.2	False
GCF_000832905.1	K00147	NZ_CP009709.1_506	642.4	1.3e-193	550.87	True
GCF_000832905.1	K00147	NZ_CP009709.1_1206	52.9	4.3e-15	550.87	False
GCF_000832905.1	K00147	NZ_CP009709.1_2962	52.2	7e-15	550.87	False
GCF_000832905.1	K00147	NZ_CP009709.1_1075	24.8	1.3e-06	550.87	False
GCF_000832905.1	K00147	NZ_CP009709.1_303	22.3	7.9e-06	550.87	False
